feature_code,year,measurement,value,walking_time_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,neighbourhood_rating,community_belonging,la_name
S12000014,2019,Percent,68,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Falkirk
S12000010,2019,Percent,84,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,East Lothian
S12000020,2015,Percent,79,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Moray
S12000040,2019,Percent,81,A 5 minute walk or less,16-34 years,All,All,All,All,All,All,NA,NA,West Lothian
S12000017,2019,Percent,72,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Highland
S12000020,2015,Percent,80,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Moray
S12000006,2016,Percent,68,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Dumfries and Galloway
S12000006,2016,Percent,68,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Dumfries and Galloway
S12000020,2015,Percent,84,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Moray
S12000018,2013,Percent,47,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Inverclyde
S12000018,2013,Percent,40,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Inverclyde
S12000029,2017,Percent,65,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,South Lanarkshire
S12000018,2013,Percent,69,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Inverclyde
S12000030,2014,Percent,83,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Stirling
S12000029,2017,Percent,56,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,South Lanarkshire
S12000018,2013,Percent,66,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Inverclyde
S12000034,2019,Percent,55,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Aberdeenshire
S12000048,2019,Percent,70,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Perth and Kinross
S12000050,2019,Percent,63,A 5 minute walk or less,16-34 years,All,All,All,All,All,All,NA,NA,North Lanarkshire
S12000049,2019,Percent,60,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Glasgow City
S12000034,2019,Percent,71,A 5 minute walk or less,16-34 years,All,All,All,All,All,All,NA,NA,Aberdeenshire
S12000033,2019,Percent,31,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Aberdeen City
S12000040,2019,Percent,84,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,West Lothian
S12000030,2013,Percent,77,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Stirling
S12000030,2013,Percent,77,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Stirling
S12000030,2013,Percent,76,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Stirling
S12000013,2019,Percent,79,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Na h-Eileanan Siar
S12000010,2017,Percent,87,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,East Lothian
S12000017,2019,Percent,66,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Highland
S12000006,2019,Percent,85,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Dumfries and Galloway
S12000011,2019,Percent,59,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,East Renfrewshire
S12000018,2013,Percent,59,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Inverclyde
S12000018,2013,Percent,57,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Inverclyde
S12000008,2019,Percent,66,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,East Ayrshire
S12000010,2019,Percent,84,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,East Lothian
S12000029,2017,Percent,62,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,South Lanarkshire
S12000010,2017,Percent,86,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,East Lothian
S12000045,2019,Percent,55,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,East Dunbartonshire
S12000047,2019,Percent,79,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Fife
S12000030,2013,Percent,82,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Stirling
S12000040,2019,Percent,73,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,West Lothian
S12000050,2019,Percent,52,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,North Lanarkshire
S12000005,2019,Percent,75,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Clackmannanshire
S12000049,2019,Percent,42,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Glasgow City
S12000041,2019,Percent,55,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Angus
S12000006,2019,Percent,85,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Dumfries and Galloway
S12000008,2019,Percent,65,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,East Ayrshire
S12000011,2018,Percent,47,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,East Renfrewshire
S12000011,2018,Percent,59,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,East Renfrewshire
S12000029,2014,Percent,66,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,South Lanarkshire
S12000029,2014,Percent,66,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,South Lanarkshire
S12000010,2018,Percent,91,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,East Lothian
S12000048,2018,Percent,59,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Perth and Kinross
S92000003,2018,Percent,71,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Scotland
S12000029,2015,Percent,63,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,South Lanarkshire
S12000008,2018,Percent,77,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,East Ayrshire
S12000029,2015,Percent,59,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,South Lanarkshire
S12000029,2015,Percent,66,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,South Lanarkshire
S12000035,2018,Percent,74,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Argyll and Bute
S12000034,2018,Percent,80,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Aberdeenshire
S12000041,2018,Percent,69,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Angus
S92000003,2018,Percent,65,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Scotland
S12000027,2018,Percent,91,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Shetland Islands
S12000005,2018,Percent,72,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Clackmannanshire
S12000005,2018,Percent,55,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Clackmannanshire
S12000006,2018,Percent,81,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Dumfries and Galloway
S12000006,2013,Percent,87,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Dumfries and Galloway
S12000006,2013,Percent,82,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Dumfries and Galloway
S12000021,2016,Percent,63,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,North Ayrshire
S12000021,2016,Percent,63,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,North Ayrshire
S12000030,2014,Percent,82,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Stirling
S92000003,2018,Percent,66,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Scotland
S12000030,2014,Percent,83,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Stirling
S12000030,2014,Percent,84,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Stirling
S12000005,2016,Percent,68,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Clackmannanshire
S12000005,2016,Percent,74,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Clackmannanshire
S12000030,2013,Percent,70,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Stirling
S12000030,2013,Percent,73,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Stirling
S12000006,2018,Percent,83,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Dumfries and Galloway
S12000030,2014,Percent,88,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Stirling
S12000030,2014,Percent,86,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Stirling
S92000003,2018,Percent,64,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Scotland
S12000048,2018,Percent,75,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Perth and Kinross
S12000010,2015,Percent,82,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,East Lothian
S12000028,2018,Percent,64,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,South Ayrshire
S12000010,2015,Percent,84,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,East Lothian
S12000011,2013,Percent,59,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,East Renfrewshire
S12000010,2016,Percent,84,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,East Lothian
S12000021,2018,Percent,49,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,North Ayrshire
S12000010,2016,Percent,83,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,East Lothian
S12000039,2018,Percent,44,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,West Dunbartonshire
S12000011,2013,Percent,54,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,East Renfrewshire
S12000038,2018,Percent,61,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Renfrewshire
S12000023,2018,Percent,63,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Orkney Islands
S12000030,2015,Percent,74,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Stirling
S12000034,2018,Percent,85,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Aberdeenshire
S12000033,2018,Percent,57,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Aberdeen City
S12000036,2018,Percent,72,A 5 minute walk or less,16-34 years,All,All,All,All,All,All,NA,NA,City of Edinburgh
S12000038,2018,Percent,60,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Renfrewshire
S12000026,2019,Percent,81,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Scottish Borders
S12000010,2016,Percent,79,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,East Lothian
S12000020,2019,Percent,65,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Moray
S12000021,2019,Percent,58,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,North Ayrshire
S12000040,2018,Percent,40,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,West Lothian
S12000028,2017,Percent,76,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,South Ayrshire
S12000039,2018,Percent,46,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,West Dunbartonshire
S12000021,2018,Percent,58,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,North Ayrshire
S12000010,2016,Percent,86,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,East Lothian
S12000023,2018,Percent,57,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Orkney Islands
S12000020,2018,Percent,67,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Moray
S12000010,2015,Percent,81,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,East Lothian
S12000042,2018,Percent,50,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Dundee City
S12000039,2013,Percent,51,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,West Dunbartonshire
S12000036,2016,Percent,68,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,City of Edinburgh
S12000041,2018,Percent,64,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Angus
S12000020,2019,Percent,80,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Moray
S12000036,2019,Percent,72,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,City of Edinburgh
S12000036,2016,Percent,66,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,City of Edinburgh
S12000036,2016,Percent,66,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,City of Edinburgh
S12000042,2017,Percent,51,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Dundee City
S12000038,2019,Percent,51,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Renfrewshire
S12000017,2018,Percent,74,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Highland
S12000039,2014,Percent,56,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,West Dunbartonshire
S12000042,2017,Percent,57,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Dundee City
S12000039,2013,Percent,46,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,West Dunbartonshire
S12000038,2014,Percent,62,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Renfrewshire
S12000029,2014,Percent,68,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,South Lanarkshire
S12000008,2015,Percent,70,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,East Ayrshire
S12000027,2019,Percent,78,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Shetland Islands
S12000011,2013,Percent,60,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,East Renfrewshire
S12000023,2018,Percent,65,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Orkney Islands
S12000038,2018,Percent,54,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Renfrewshire
S12000036,2018,Percent,73,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,City of Edinburgh
S12000027,2019,Percent,86,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Shetland Islands
S12000020,2019,Percent,72,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Moray
S12000017,2013,Percent,55,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Highland
S12000028,2019,Percent,66,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,South Ayrshire
S12000038,2014,Percent,65,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Renfrewshire
S12000038,2014,Percent,72,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Renfrewshire
S12000023,2019,Percent,54,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Orkney Islands
S12000029,2019,Percent,62,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,South Lanarkshire
S12000011,2019,Percent,50,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,East Renfrewshire
S12000008,2018,Percent,73,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,East Ayrshire
S12000010,2018,Percent,87,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,East Lothian
S12000010,2018,Percent,84,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,East Lothian
S12000017,2014,Percent,71,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Highland
S12000017,2014,Percent,70,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Highland
S12000006,2018,Percent,84,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Dumfries and Galloway
S12000040,2015,Percent,67,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,West Lothian
S12000029,2016,Percent,61,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,South Lanarkshire
S12000040,2015,Percent,50,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,West Lothian
S12000040,2015,Percent,65,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,West Lothian
S12000026,2018,Percent,76,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Scottish Borders
S12000017,2014,Percent,61,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Highland
S12000036,2017,Percent,72,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,City of Edinburgh
S12000020,2018,Percent,73,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Moray
S12000036,2014,Percent,55,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,City of Edinburgh
S12000023,2018,Percent,60,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Orkney Islands
S12000036,2014,Percent,68,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,City of Edinburgh
S12000036,2017,Percent,66,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,City of Edinburgh
S12000036,2017,Percent,66,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,City of Edinburgh
S12000036,2017,Percent,65,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,City of Edinburgh
S12000036,2017,Percent,66,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,City of Edinburgh
S12000040,2015,Percent,48,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,West Lothian
S12000021,2019,Percent,64,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,North Ayrshire
S12000023,2018,Percent,65,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Orkney Islands
S12000008,2015,Percent,81,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,East Ayrshire
S12000033,2019,Percent,60,A 5 minute walk or less,16-34 years,All,All,All,All,All,All,NA,NA,Aberdeen City
S12000023,2019,Percent,50,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Orkney Islands
S12000027,2019,Percent,76,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Shetland Islands
S12000020,2018,Percent,72,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Moray
S12000030,2015,Percent,75,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Stirling
S12000010,2016,Percent,82,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,East Lothian
S12000021,2019,Percent,67,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,North Ayrshire
S12000023,2019,Percent,40,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Orkney Islands
S12000027,2014,Percent,73,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Shetland Islands
S12000027,2019,Percent,85,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Shetland Islands
S12000039,2018,Percent,46,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,West Dunbartonshire
S12000035,2018,Percent,68,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Argyll and Bute
S12000042,2018,Percent,64,A 5 minute walk or less,16-34 years,All,All,All,All,All,All,NA,NA,Dundee City
S12000042,2018,Percent,48,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Dundee City
S12000033,2018,Percent,59,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Aberdeen City
S12000011,2013,Percent,62,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,East Renfrewshire
S12000030,2015,Percent,78,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Stirling
S12000026,2019,Percent,77,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Scottish Borders
S12000010,2018,Percent,85,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,East Lothian
S12000040,2015,Percent,58,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,West Lothian
S12000008,2018,Percent,70,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,East Ayrshire
S12000040,2015,Percent,50,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,West Lothian
S12000011,2018,Percent,59,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,East Renfrewshire
S12000008,2018,Percent,68,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,East Ayrshire
S12000018,2019,Percent,49,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Inverclyde
S12000019,2018,Percent,76,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Midlothian
S12000036,2014,Percent,71,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,City of Edinburgh
S12000018,2018,Percent,55,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Inverclyde
S12000006,2018,Percent,82,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Dumfries and Galloway
S12000010,2018,Percent,86,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,East Lothian
S12000013,2017,Percent,64,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Na h-Eileanan Siar
S12000014,2018,Percent,50,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Falkirk
S12000013,2017,Percent,63,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Na h-Eileanan Siar
S12000033,2018,Percent,58,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Aberdeen City
S12000010,2017,Percent,82,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,East Lothian
S12000040,2014,Percent,56,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,West Lothian
S12000020,2018,Percent,73,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Moray
S12000026,2019,Percent,77,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Scottish Borders
S12000014,2017,Percent,49,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Falkirk
S12000038,2014,Percent,71,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Renfrewshire
S12000010,2018,Percent,81,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,East Lothian
S12000011,2014,Percent,70,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,East Renfrewshire
S12000017,2014,Percent,81,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Highland
S12000040,2014,Percent,55,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,West Lothian
S12000040,2014,Percent,53,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,West Lothian
S12000040,2014,Percent,62,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,West Lothian
S12000042,2018,Percent,31,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,Dundee City
S12000048,2018,Percent,78,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Perth and Kinross
S12000042,2018,Percent,51,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Dundee City
S12000035,2018,Percent,80,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Argyll and Bute
S12000027,2018,Percent,92,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Shetland Islands
S12000034,2018,Percent,75,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Aberdeenshire
S12000038,2018,Percent,57,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Renfrewshire
S12000008,2018,Percent,74,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,East Ayrshire
S12000047,2018,Percent,78,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Fife
S12000036,2018,Percent,70,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,City of Edinburgh
S12000029,2018,Percent,72,A 5 minute walk or less,16-34 years,All,All,All,All,All,All,NA,NA,South Lanarkshire
S12000006,2018,Percent,82,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Dumfries and Galloway
S12000045,2018,Percent,71,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,East Dunbartonshire
S12000005,2018,Percent,59,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Clackmannanshire
S12000028,2018,Percent,71,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,South Ayrshire
S12000013,2018,Percent,82,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Na h-Eileanan Siar
S12000013,2017,Percent,62,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Na h-Eileanan Siar
S12000014,2018,Percent,50,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,Falkirk
S12000005,2018,Percent,66,A 5 minute walk or less,35-64 years,All,All,All,All,All,All,NA,NA,Clackmannanshire
S12000027,2015,Percent,83,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Shetland Islands
S12000011,2018,Percent,54,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,East Renfrewshire
S12000026,2018,Percent,77,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Scottish Borders
S12000028,2018,Percent,58,A 5 minute walk or less,65 years and over,All,All,All,All,All,All,NA,NA,South Ayrshire
S12000029,2015,Percent,68,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,South Lanarkshire
S12000045,2018,Percent,52,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,East Dunbartonshire
S12000048,2018,Percent,85,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Perth and Kinross
S12000018,2018,Percent,58,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Inverclyde
S12000029,2019,Percent,65,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,South Lanarkshire
S12000026,2019,Percent,81,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Scottish Borders
S12000028,2019,Percent,83,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,South Ayrshire
S12000029,2016,Percent,61,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,South Lanarkshire
S12000017,2013,Percent,59,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Highland
S12000038,2013,Percent,70,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,Renfrewshire
S12000040,2017,Percent,51,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,West Lothian
S12000017,2013,Percent,58,A 5 minute walk or less,All,All,All,All,All,With Children,All,NA,NA,Highland
S12000021,2019,Percent,65,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,North Ayrshire
S12000013,2019,Percent,86,A 5 minute walk or less,All,Male,All,All,All,All,All,NA,NA,Na h-Eileanan Siar
S12000039,2018,Percent,49,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,West Dunbartonshire
S12000030,2016,Percent,77,A 5 minute walk or less,All,All,All,All,All,Adults,All,NA,NA,Stirling
S12000019,2019,Percent,78,A 5 minute walk or less,All,Female,All,All,All,All,All,NA,NA,Midlothian
S12000010,2018,Percent,82,A 5 minute walk or less,All,All,All,All,All,Pensioners,All,NA,NA,East Lothian
S12000039,2018,Percent,47,A 5 minute walk or less,All,All,All,All,All,All,All,NA,NA,West Dunbartonshire
